市,年份,供地面积_公顷,成交价格_万元,平均价格_万元每公顷,制造业_总面积,制造业_总价值,制造业_平均价格,制造业_占比,房地产业_总面积,房地产业_总价值,房地产业_平均价格,房地产业_占比,高科技产业_总面积,高科技产业_总价值,高科技产业_平均价格,高科技产业_占比,生产性服务业_总面积,生产性服务业_总价值,生产性服务业_平均价格,生产性服务业_占比,消费性服务业_总面积,消费性服务业_总价值,消费性服务业_平均价格,消费性服务业_占比,第二产业_总面积,第二产业_总价值,第二产业_平均价格,第二产业_占比,第三产业_总面积,第三产业_总价值,第三产业_平均价格,第三产业_占比,土地来源_新增建设用地,土地来源_新增建设用地(来自存量库),土地来源_现有建设用地,供地方式_作价出资或入股,供地方式_划拨,供地方式_协议出让,供地方式_拍卖出让,供地方式_招标出让,供地方式_挂牌出让,供地方式_授权经营,供地方式_租赁,供地方式_价格_划拨,供地方式_价格_挂牌出让,供地方式_价格_拍卖出让,供地方式_价格_协议出让,供地方式_价格_租赁,供地方式_价格_招标出让,供地方式_价格_作价出资或入股,供地方式_价格_授权经营,供地方式_价格_nan
鄂尔多斯,2017,468.1152040754678,180571.524992764,454.61511698112736,24.470362566037693,1352.6553406792227,30.457562264145963,0.0523,190.93092377360153,60599.176432684064,110.32240754716622,0.4079,0.4466428679245382,705.8077433961444,165.09212075467804,0.001,5.524280377358991,1327.145181810949,105.8855094339524,0.0118,54.98646867924526,11658.532105434686,109.37855849057087,0.1175,79.06008905660474,3298.5506969052367,44.05132830188086,0.1689,287.26214905662346,77592.00239275396,103.24561509434716,0.6137,358.0952015094226,39.426811320754496,70.59319124527974,0.0,141.4026956226412,28.32912550943547,1.9034248301886691,0.07231199999992555,296.40764611322084,0.0,0.0,23.837582435828153,539.9044877853084,513.9632782742847,473.99622739440383,0.0,14.446250953536946,0.0,0.0,0.0
鄂尔多斯,2018,398.51152422640007,130054.26234026253,424.65875094338844,23.540699698113258,831.3598140375689,15.953286792449944,0.0591,135.85794132076262,29398.83027204126,61.29542264150223,0.3409,0.21128260377355446,297.8910301885335,35.78816226409981,0.0005,3.3074111320756856,260.35279743373394,38.35552830187953,0.0083,51.73993603773579,7648.363582302816,70.12087547169358,0.1298,77.9969571698125,1263.8125427165069,8.021784905649838,0.1957,216.4064471698366,39439.98114025593,61.59504528302932,0.543,314.9084145282832,23.66483396226613,59.93827573584349,0.0,142.80476286792373,32.65729052830284,1.0230864905661292,-0.03301200000007043,222.05939633963862,0.0,0.0,18.43117550383795,519.882445830488,359.91881719237426,451.5761193908038,0.0,4.445000293399062,0.0,0.0,0.0
鄂尔多斯,2019,328.90784437733237,79536.99968777597,394.7023849056568,22.611036830188823,310.06428739614785,1.4490113207502873,0.0687,80.78495886793826,-1801.5158886015415,12.268437735838233,0.2456,-0.024077660377372467,-110.02568301896099,-93.51579622644931,-0.0001,1.09054188679238,-806.4395869439468,-29.17445283019333,0.0033,48.49340339622631,3638.1950591709465,30.863192452830845,0.1474,76.93382528302027,-770.925611472223,-28.00775849056663,0.2339,145.55074528302066,1287.9598877727985,19.944475471711485,0.4425,271.7216275471583,7.902856603774126,49.28336022641088,0.0,144.2068301132067,36.985455547170204,0.1427481509433619,-0.13833600000009483,147.7111465660564,0.0,0.0,13.024768571847744,499.86040387566027,205.87435611046385,429.15601138720376,0.0,-5.556250366735185,0.0,0.0,0.0
鄂尔多斯,2020,602.4206,69042.5807,114.61,45.315599999999996,0.0,0.0,0.0752,82.0985,0.0,0.0,0.1363,0.0,0.0,0.0,0.0,1.4452,0.0,0.0,0.0024,97.5641,0.0,0.0,0.162,224.09709999999998,0.0,0.0,0.372,181.1078,0.0,0.0,0.3006,513.9548,8.9994,79.4664,0.0,294.7798,66.2844,0.0,0.0,241.35639999999998,0.0,0.0,0.0,253.89009779728238,0.0,117.14039351642316,0.0,0.0,0.0,0.0,0.0
鄂尔多斯,2021,350.7516,38873.6032,110.83,4.6506,0.0,0.0,0.0133,77.1431,0.0,0.0,0.2199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.916,0.0,0.0,0.2221,46.398500000000006,0.0,0.0,0.1323,223.12429999999998,0.0,0.0,0.6361,296.7585,3.8275,50.1656,0.0,258.8021,20.2784,0.0,0.0,71.6711,0.0,0.0,0.0,448.004844351489,0.0,333.58663405396874,0.0,0.0,0.0,0.0,0.0
鄂尔多斯,2022,263.173,51327.9246,195.03,36.5058,0.0,0.0,0.1387,50.7761,0.0,0.0,0.1929,0.0,0.0,0.0,0.0,8.1833,0.0,0.0,0.0311,9.7706,0.0,0.0,0.0371,50.79600000000001,0.0,0.0,0.193,80.50040000000001,0.0,0.0,0.3059,176.25039999999998,12.101799999999999,74.8208,0.0,119.0349,70.6253,0.0,0.0,73.5128,0.0,0.0,0.0,467.49681688086974,0.0,240.15366448000927,0.0,0.0,0.0,0.0,0.0
呼伦贝尔,2008,113.879,9930.7709,87.2,24.637999999999998,2960.528,120.16,0.2164,24.5353,4915.6862,200.35,0.2155,0.0977,6.5606,67.15,0.0009,0.2028,194.6976,960.05,0.0018,13.622700000000002,1136.5439000000001,83.43,0.1196,29.769099999999995,3414.4864,114.7,0.2614,41.2599,6253.488300000001,151.56,0.3623,50.1007,0.0,63.7783,0.0,53.4944,45.9898,0.0,0.0,14.3948,0.0,0.0,0.0,268.1669769639036,0.0,131.997984335657,0.0,0.0,0.0,0.0,0.0
呼伦贝尔,2009,126.951,20867.0739,164.37,7.243600000000001,1051.5076,145.16,0.0571,37.0878,14113.5547,380.54,0.2921,0.0,0.0,0.0,0.0,0.2542,0.0,0.0,0.002,36.6937,175.9078,4.79,0.289,34.753,4859.0337,139.82,0.2738,74.74640000000001,14459.462500000001,193.45,0.5888,31.58,0.0,95.371,0.0,47.8112,36.523199999999996,0.0,0.0185,42.5981,0.0,0.0,0.0,185.93521307288353,0.0,354.01024828054506,0.0,918.918918918919,0.0,0.0,0.0
呼伦贝尔,2010,235.8857,53095.5245,225.09,13.5705,2065.0,152.17,0.0575,37.3119,38457.6576,1030.71,0.1582,0.0,0.0,0.0,0.0,26.689899999999998,3524.5431,132.06,0.1131,25.838299999999997,0.0,0.0,0.1095,42.658,8007.9403,187.72,0.1808,105.0374,41982.2007,399.69,0.4453,40.6527,123.0276,72.2054,0.0,140.3905,12.9403,0.0,0.0,82.5549,0.0,0.0,0.0,508.4616418892155,0.0,859.2941817423089,0.0,0.0,0.0,0.0,0.0
呼伦贝尔,2011,230.3937,101864.5552,442.13,41.6524,8854.0,212.57,0.1808,73.171,83357.5552,1139.22,0.3176,0.0,0.0,0.0,0.0,14.0077,700.0,49.97,0.0608,30.7026,3460.0,112.69,0.1333,61.5868,13592.0,220.7,0.2673,168.74810000000002,88239.5552,522.91,0.7324,6.0,65.2059,159.1878,0.0,94.0475,8.0861,0.0,0.0,128.2601,0.0,0.0,0.0,726.7323423262574,0.0,1070.2059460061091,0.0,0.0,0.0,0.0,0.0
呼伦贝尔,2012,450.68899999999996,141127.987,313.14,201.63279999999997,38210.0,189.5,0.4474,128.6606,83061.907,645.59,0.2855,0.0,0.0,0.0,0.0,5.660200000000001,947.08,167.32,0.0126,13.3484,2076.0,155.52,0.0296,280.71520000000004,50413.0,179.59,0.6229,169.06279999999998,90714.98700000001,536.58,0.3751,184.7121,35.4799,230.497,0.0,26.4744,19.6095,0.0,0.0,404.6051,0.0,0.0,0.0,303.2083629197951,0.0,940.7856906091434,0.0,0.0,0.0,0.0,0.0
呼伦贝尔,2013,184.1706,153062.397,831.09,3.4930000000000003,652.0,186.66,0.019,85.6089,127697.397,1491.64,0.4648,1.754,0.0,0.0,0.0095,7.8901,7829.0,992.26,0.0428,21.6827,0.0,0.0,0.1177,11.012500000000001,2224.0,201.95,0.0598,170.55939999999995,150420.397,881.92,0.9261,23.092100000000002,15.846400000000001,145.2321,0.0,51.644800000000004,26.8616,0.0,0.0,105.66420000000001,0.0,0.0,0.0,1176.407335691748,0.0,1070.6084894421779,0.0,0.0,0.0,0.0,0.0
呼伦贝尔,2014,289.9155,108444.29,374.05,6.1259,0.0,0.0,0.0211,91.0431,0.0,0.0,0.314,7.482,0.0,0.0,0.0258,32.497,0.0,0.0,0.1121,83.5367,0.0,0.0,0.2881,15.386899999999999,0.0,0.0,0.0531,272.4653,0.0,0.0,0.9398,24.4969,41.254,224.1646,0.0,162.2634,25.8819,0.0,0.0,101.7702,0.0,0.0,0.0,832.7192046394721,0.0,915.6317735560372,0.0,0.0,0.0,0.0,0.0
呼伦贝尔,2015,759.8065,87264.42,114.85,12.259599999999999,1959.08,159.8,0.0161,131.8896,79932.99,606.06,0.1736,0.0,0.0,0.0,0.0,17.6682,90.0,5.09,0.0233,41.53210000000001,0.0,0.0,0.0547,29.2956,4419.08,150.84,0.0386,719.6519,81590.99,113.38,0.9472,544.1378,32.4178,183.2509,0.0,587.3357,44.0431,0.0,0.0,128.42770000000002,0.0,0.0,0.0,602.1442414681567,0.0,225.51591509226188,0.0,0.0,0.0,0.0,0.0
呼伦贝尔,2016,749.098,140832.0,188.0,4.1639,678.0,162.83,0.0056,88.7008,46488.0,524.1,0.1184,0.0,0.0,0.0,0.0,2.6804,1016.0000000000001,379.05,0.0036,1.1502,0.0,0.0,0.0015,4.8284,1810.0,374.87,0.0064,112.9051,48100.0,426.02,0.1507,227.97779999999997,420.2252,100.895,0.0,20.1289,0.0,0.0,0.0,728.9690999999999,0.0,0.0,0.0,193.19337404013424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
呼伦贝尔,2017,252.7012,73620.77,291.34,4.41,636.0,144.22,0.0175,74.2404,68334.72,920.45,0.2938,0.0,0.0,0.0,0.0,1.2925,0.0,0.0,0.0051,14.019200000000001,4650.05,331.69,0.0555,4.41,636.0,144.22,0.0175,241.01079999999996,72984.77,302.83,0.9537,154.6507,44.2275,53.823,0.0,170.7022,5.0912,0.0,0.0,76.9078,0.0,0.0,0.0,886.2040001144228,0.0,1073.3756285355123,0.0,0.0,0.0,0.0,0.0
呼伦贝尔,2018,82.93860000000001,46230.58,557.41,0.0,0.0,0.0,0.0,32.3018,25236.15,781.26,0.3895,5.712,1150.0,201.33,0.0689,1.4665,296.0,201.84,0.0177,8.3728,14950.0,1785.54,0.101,19.2252,2768.43,144.0,0.2318,63.7134,43462.15,682.15,0.7682,6.334,6.9517,69.6529,0.0,10.3773,25.009500000000003,0.0,0.0,47.5518,0.0,0.0,0.0,823.2948069263414,0.0,283.14960315080265,0.0,0.0,0.0,0.0,0.0
呼伦贝尔,2019,100.17569999999999,89263.0,891.06,0.0,0.0,0.0,0.0,50.7277,87938.0,1733.53,0.5064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.636199999999995,770.0,22.89,0.3358,3.6973,555.0,150.11,0.0369,85.15959999999998,88708.0,1041.67,0.8501,32.3316,5.46,62.384100000000004,0.0,44.7134,0.0,0.0,0.0,55.4623,0.0,0.0,0.0,1609.435598595803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
呼伦贝尔,2020,56.6996,39910.0,703.89,0.0,0.0,0.0,0.0,12.5616,39750.0,3164.41,0.2215,0.0,0.0,0.0,0.0,9.707,10.0,1.03,0.1712,18.5579,0.0,0.0,0.3273,0.0,0.0,0.0,0.0,56.6996,39910.0,703.89,1.0,3.0225,4.0476,49.6295,0.0,43.2635,0.0,0.0,0.0,13.4361,0.0,0.0,0.0,2970.3559812743283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
呼伦贝尔,2021,115.7842,26361.17,227.68,6.5595,1085.0,165.41,0.0567,14.6251,13718.17,937.99,0.1263,0.0,0.0,0.0,0.0,76.68289999999999,4060.0,52.95,0.6623,4.352499999999999,5240.0,1203.91,0.0376,6.5595,1085.0,165.41,0.0567,99.53039999999997,23416.17,235.27,0.8596,28.0339,54.975699999999996,32.7746,0.0,68.9687,14.0921,0.0,0.0,32.7234,0.0,0.0,15.949263941469102,654.669135847742,0.0,272.363238977867,0.0,0.0,0.0,0.0,0.0
呼伦贝尔,2022,14.1878,808.1916,56.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6561,0.0,0.0,0.6806,4.5317,0.0,0.0,0.3194,0.0,0.0,0.0,0.0,14.187800000000001,0.0,0.0,1.0,6.995699999999999,7.0464,0.1457,0.0,14.0421,0.1457,0.0,0.0,0.0,0.0,0.0,17.939738358222776,0.0,0.0,3817.9821551132463,0.0,0.0,0.0,0.0,0.0
巴彦淖尔,2008,80.1003,9719.08,121.34,28.9563,0.0,0.0,0.3615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285,0.0,0.0,0.0178,0.0,0.0,0.0,0.0,44.9569,0.0,0.0,0.5613,1.4285,0.0,0.0,0.0178,80.1003,0.0,0.0,0.0,0.0,29.2077,0.0,0.0,50.892599999999995,0.0,0.0,32.69590375398366,230.45108000645268,34.5999631547711,54.545299212149985,0.0,265.26059778574563,0.0,0.0,0.0
巴彦淖尔,2009,360.253,55816.0921,154.94,131.6324,14036.6169,106.63,0.3654,46.1725,20581.8436,445.76,0.1282,0.0,0.0,0.0,0.0,135.5082,16365.317599999998,120.77,0.3761,0.7572,0.0,0.0,0.0021,152.1521,17390.6169,114.3,0.4223,194.47740000000002,37278.2452,191.68,0.5398,306.7155,42.1795,11.358,0.0,18.348499999999998,107.7389,17.4475,7.3848,209.3333,0.0,0.0,55.065623892961284,189.01385302768358,121.0998710416965,103.275575488519,0.0,270.7101072473188,0.0,0.0,0.0
巴彦淖尔,2010,226.5776,73176.9261,322.97,22.963900000000002,0.0,0.0,0.1014,55.3436,0.0,0.0,0.2443,49.3069,0.0,0.0,0.2176,89.6918,0.0,0.0,0.3959,15.771099999999999,0.0,0.0,0.0696,42.24230000000001,0.0,0.0,0.1864,172.8953,0.0,0.0,0.7631,193.4245,7.620900000000001,25.5322,0.0,7.620900000000001,62.6654,0.0,0.0,156.2913,0.0,0.0,32.58512774081801,438.7038817899653,0.0,69.62371739428775,0.0,0.0,0.0,0.0,0.0
巴彦淖尔,2011,163.6068,31536.3688,192.76,55.473899999999986,6940.84,125.12,0.3391,25.1703,18707.79,743.25,0.1538,0.0,0.0,0.0,0.0,30.7898,2573.326,83.58,0.1882,19.728099999999998,1000.0,50.69,0.1206,71.1467,8939.84,125.65,0.4349,90.72949999999999,22376.5288,246.63,0.5546,133.5985,30.0083,0.0,0.0,54.5105,0.1822,0.0,4.3321,104.58200000000001,0.0,0.0,26.613933095458673,252.1144173949628,0.0,82.3271130625686,0.0,855.0125805036819,0.0,0.0,0.0
巴彦淖尔,2012,508.8453,103746.4982,203.89,93.305,15398.0,165.03,0.1834,47.511,34152.0957,718.83,0.0934,46.936400000000006,0.0,0.0,0.0922,32.3219,24242.0,750.02,0.0635,193.721,56.0,0.29,0.3807,104.02990000000001,17000.0,163.41,0.2044,351.2167,77902.4982,221.81,0.6902,487.9229,0.0,20.9224,0.0,248.2807,0.0,0.0,0.0,260.5646,0.0,0.0,0.0,398.16037251414815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
巴彦淖尔,2013,662.8925,145488.3298,219.47,74.9317,12964.6015,173.02,0.113,119.8886,74754.9046,623.54,0.1809,1.1944,0.0,0.0,0.0018,211.5075,15250.16,72.1,0.3191,211.0264,36315.35,172.09,0.3183,81.1298,13398.2415,165.15,0.1224,557.3045,127345.4146,228.5,0.8407,592.8287,26.0391,44.0247,0.0,258.5044,17.9387,0.0,0.0,386.44939999999997,0.0,0.0,20.67585696800519,340.896323813674,0.0,468.5038492198431,0.0,0.0,0.0,0.0,0.0
巴彦淖尔,2014,272.4478,39494.9454,144.96,57.84,9322.875399999999,161.18,0.2123,11.082,6339.0,572.01,0.0407,21.2816,1886.07,88.62,0.0781,38.8587,12905.07,332.1,0.1426,108.94229999999999,5322.0,48.85,0.3999,67.95830000000001,11449.875399999999,168.48,0.2494,180.7125,24566.07,135.94,0.6633,222.7502,0.0,49.6976,0.0,112.13459999999999,39.4298,0.0,0.0,120.8834,0.0,0.0,0.0,275.0822313071935,0.0,158.30843676610075,0.0,0.0,0.0,0.0,0.0
巴彦淖尔,2015,193.9991,48187.0218,248.39,23.7055,0.0,0.0,0.1222,48.7862,0.0,0.0,0.2515,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0209,92.09110000000001,0.0,0.0,0.4747,38.257,0.0,0.0,0.1972,154.5125,0.0,0.0,0.7965,192.69740000000002,0.0,1.3016999999999999,0.0,26.7913,10.9734,0.0,0.0,156.2344,0.0,0.0,0.0,277.3772779874343,0.0,442.0825997411923,0.0,0.0,0.0,0.0,0.0
巴彦淖尔,2016,360.7412,71456.4052,198.08,18.8572,0.0,0.0,0.0523,96.8295,0.0,0.0,0.2684,0.0,0.0,0.0,0.0,112.6178,0.0,0.0,0.3122,33.2627,0.0,0.0,0.0922,20.6137,0.0,0.0,0.0571,251.30010000000001,0.0,0.0,0.6966,351.6478,0.0,9.0934,0.0,204.6482,8.2128,0.0,0.0,147.8802,0.0,0.0,0.0,464.27480893317704,0.0,340.8525228910969,0.0,0.0,0.0,0.0,0.0
巴彦淖尔,2017,331.5738,17580.183,53.02,27.441000000000003,4078.0,148.61,0.0828,10.4843,6981.1297,665.87,0.0316,0.0,0.0,0.0,0.0,31.2926,4521.4475999999995,144.49,0.0944,153.1396,1851.4787999999999,12.09,0.4619,29.127000000000002,4078.0,140.01,0.0878,229.8445,13354.183,58.1,0.6932,288.7626,35.1027,7.7085,0.0,255.3422,4.6073,0.0,0.0,71.6243,0.0,0.0,0.0,227.194471708624,0.0,283.79701777613786,0.0,0.0,0.0,0.0,0.0
巴彦淖尔,2018,311.8511,63156.5891,202.52,114.03039999999999,9589.563400000001,84.1,0.3657,34.6227,27332.1189,789.43,0.111,0.0,0.0,0.0,0.0,1.5121,133.3795,88.21,0.0048,54.271699999999996,673.7569,12.41,0.174,128.10719999999998,10330.0334,80.64,0.4108,119.4427,28147.355600000003,235.66,0.383,285.3265,2.4787,24.0459,0.0,157.7835,4.4026,0.0,0.0,149.665,0.0,0.0,0.0,416.89925700731635,0.0,172.9345841093899,0.0,0.0,0.0,0.0,0.0
巴彦淖尔,2019,307.3282,53313.2328,173.47,120.0923,17658.0,147.04,0.3908,41.4218,29295.0,707.24,0.1348,0.0,0.0,0.0,0.0,16.3508,4508.761,275.75,0.0532,35.9537,876.2661,24.37,0.117,120.0923,17658.0,147.04,0.3908,177.1983,35572.0271,200.75,0.5766,249.0973,20.0298,38.2011,0.0,126.906,1.8473,0.0,0.0,178.57489999999999,0.0,0.0,6.894394276078358,288.82984674777924,0.0,465.8321875169166,0.0,0.0,0.0,0.0,0.0
巴彦淖尔,2020,189.7315,68251.1351,359.72,31.284000000000002,0.0,0.0,0.1649,54.3612,0.0,0.0,0.2865,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0021,85.05199999999999,0.0,0.0,0.4483,31.284000000000002,0.0,0.0,0.1649,143.7611,0.0,0.0,0.7577,102.6249,10.384,76.7226,0.0,95.12039999999999,16.8594,0.0,0.0,77.7517,0.0,0.0,0.0,731.3409224492841,0.0,675.4768912298183,0.0,0.0,0.0,0.0,0.0
巴彦淖尔,2021,331.1473,52481.2663,158.48,16.1382,2543.0,157.58,0.0487,20.5645,41597.5857,2022.79,0.0621,0.0,0.0,0.0,0.0,10.4862,2530.0,241.27,0.0317,27.2756,200.96409999999997,7.37,0.0824,78.36880000000001,6783.2089,86.55,0.2367,248.8238,45268.5498,181.93,0.7514,317.8243,3.8023,9.5207,0.0,210.35250000000002,73.10600000000001,0.0,0.0,47.6888,0.0,0.0,0.0,869.2187683481236,0.0,150.8667729050967,0.0,0.0,0.0,0.0,0.0
巴彦淖尔,2022,197.163,37272.0686,189.04,45.8223,6160.228,134.44,0.2324,6.786,9357.3445,1378.92,0.0344,0.0,0.0,0.0,0.0,9.455200000000001,790.0,83.55,0.048,31.893099999999997,6580.496099999999,206.33,0.1618,47.0848,6318.228,134.19,0.2388,66.0116,16807.8406,254.62,0.3348,113.9765,5.4727,77.7138,0.0,52.9345,4.2869,0.0,0.0,139.9416,0.0,0.0,0.0,250.30441269786826,0.0,523.4711796402995,0.0,0.0,0.0,0.0,0.0
乌兰察布,2008,126.7093,4565.7562,36.03,6.93,598.752,86.4,0.0547,91.9094,2675.343,29.11,0.7254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1092,4.9248,1.58,0.0245,6.93,598.752,86.4,0.0547,105.1923,2812.2942,26.73,0.8302,34.6696,0.0,92.03970000000001,0.0,21.8309,0.3985,4.6347,1.9868000000000001,97.85839999999999,0.0,0.0,0.0,30.571611634770242,305.01339892549686,331.3084065244667,0.0,14.291926716327762,0.0,0.0,0.0
乌兰察布,2009,131.4267,13699.4811,104.24,6.941,599.7,86.4,0.0528,50.4073,10124.7408,200.86,0.3835,1.7738,511.93309999999997,288.61,0.0135,4.179099999999999,61.1482,14.63,0.0318,53.5409,1329.744,24.84,0.4074,6.941,599.7,86.4,0.0528,117.58569999999999,12503.621099999998,106.34,0.8947,47.1476,0.0,84.2791,0.0,59.7354,20.343,0.4375,0.0,50.9108,0.0,0.0,0.0,111.55732968250351,672.4210285714287,379.77800717691593,0.0,0.0,0.0,0.0,0.0
乌兰察布,2010,164.1014,21114.6274,128.67,20.5529,2498.7859,121.58,0.1252,42.3485,3939.1527,93.02,0.2581,0.0,0.0,0.0,0.0,25.869799999999998,9681.024,374.22,0.1576,28.826,3173.135,110.08,0.1757,24.8519,2870.2194999999997,115.49,0.1514,122.97740000000002,16793.3117,136.56,0.7494,74.577,36.8581,52.6663,0.0,53.848600000000005,5.5649,0.0,0.0,104.6879,0.0,0.0,0.0,195.09629384102652,0.0,124.06442164279683,0.0,0.0,0.0,0.0,0.0
乌兰察布,2011,588.7138,176714.0614,300.17,153.4046,19517.423700000003,127.23,0.2606,230.5705,108944.2584,472.5,0.3917,0.0,0.0,0.0,0.0,38.7542,6670.555899999999,172.12,0.0658,35.684200000000004,22882.1421,641.24,0.0606,215.26810000000006,28019.2653,130.16,0.3657,352.1701999999999,145889.93390000003,414.26,0.5982,388.6384,17.1185,182.9569,0.0,62.4413,81.1413,0.0,0.0,445.13120000000004,0.0,0.0,0.0,351.5615344419802,0.0,249.23255727970837,0.0,0.0,0.0,0.0,0.0
乌兰察布,2012,388.7856,226594.293,582.83,21.905,3059.0,139.65,0.0563,182.9838,162227.9645,886.57,0.4707,3.0,3780.0,1260.0,0.0077,72.205,21726.0,300.89,0.1857,30.575599999999998,29994.3667,980.99,0.0786,71.1613,9955.1415,139.9,0.183,293.0979,216090.1515,737.26,0.7539,317.2946,0.0,71.491,0.0,77.8312,8.8826,0.0,0.0,302.0718,0.0,0.0,0.0,735.065560572023,0.0,512.4305946457118,0.0,0.0,0.0,0.0,0.0
乌兰察布,2013,451.7638,286670.2486,634.56,0.0,0.0,0.0,0.0,261.4061,195991.729,749.76,0.5786,0.0,0.0,0.0,0.0,0.8889,119.0,133.87,0.002,129.5236,54053.0,417.32,0.2867,0.0,0.0,0.0,0.0,451.7638,286670.2486,634.56,1.0,408.2274,7.7585,35.7779,0.0,115.1726,0.0,0.0,0.0,336.5912,0.0,0.0,0.0,851.6867006624059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
乌兰察布,2014,269.4434,58863.4007,218.46,16.422,0.0,0.0,0.0609,37.1458,0.0,0.0,0.1379,0.0,0.0,0.0,0.0,102.38040000000001,0.0,0.0,0.38,80.21130000000001,0.0,0.0,0.2977,24.9023,0.0,0.0,0.0924,222.64390000000003,0.0,0.0,0.8263,253.0685,0.0,16.3749,0.0,175.3324,2.295,0.0,0.0,91.816,0.0,0.0,0.0,626.9312832186112,0.0,566.9185185185186,0.0,0.0,0.0,0.0,0.0
乌兰察布,2015,133.362,20633.1225,154.72,16.5887,2371.0,142.93,0.1244,11.302200000000001,11383.39,1007.18,0.0847,1.1427,228.3973,199.88,0.0086,4.5245999999999995,4786.846,1057.96,0.0339,19.2886,1463.4892,75.87,0.1446,16.5887,2371.0,142.93,0.1244,105.7711,17862.122499999998,168.88,0.7931,108.0805,5.1922,20.089299999999998,0.0,96.475,1.3325,0.0,0.0,35.5545,0.0,0.0,0.0,498.5806944268658,0.0,2181.114596622889,0.0,0.0,0.0,0.0,0.0
乌兰察布,2016,154.04410000000001,18600.838,120.75,2.1048,764.8225,363.37,0.0137,2.9976000000000003,3570.767,1191.21,0.0195,0.0,0.0,0.0,0.0,2.4485,1961.2485,801.0,0.0159,92.2274,5691.0,61.71,0.5987,48.9859,7377.8225,150.61,0.318,105.05820000000001,11223.0155,106.83,0.682,148.6072,0.8451,4.5918,0.0,97.2273,4.29,0.0,0.0,52.5268,0.0,0.0,0.0,286.3490637160459,0.0,829.7990675990675,0.0,0.0,0.0,0.0,0.0
乌兰察布,2017,319.46869999999996,30262.8487,94.73,20.1304,2849.849,141.57,0.063,19.515,20647.7569,1058.05,0.0611,2.5027999999999997,488.99999999999994,195.38,0.0078,170.5145,0.0,0.0,0.5337,58.14959999999999,833.9376,14.34,0.182,31.052500000000002,3637.543,117.14,0.0972,272.26660000000004,24359.3057,89.47,0.8522,309.3053,0.0,10.1634,0.0,237.7099,8.9862,0.0,0.0,72.7726,0.0,0.0,0.0,352.57775591362685,0.0,512.4355901270837,0.0,0.0,0.0,0.0,0.0
乌兰察布,2018,192.7144,39519.3372,205.07,35.6419,5083.5164,142.63,0.1849,12.804699999999999,24449.0776,1909.38,0.0664,24.3507,5072.6003,208.31,0.1264,16.1843,1560.0,96.39,0.084,1.0647,2371.1429,2227.05,0.0055,35.9679,5083.5164,141.33,0.1866,144.1203,33452.8208,232.12,0.7478,182.6463,0.0,10.0681,0.0,100.8305,5.7036,0.0,0.0,86.1803,0.0,0.0,0.0,390.96638442892396,0.0,1021.4140016831475,0.0,0.0,0.0,0.0,0.0
乌兰察布,2019,281.723,172517.1998,612.36,0.0,0.0,0.0,0.0,108.0114,137803.2465,1275.82,0.3834,3.7184,773.5,208.02,0.0132,2.5892,385.0,148.69,0.0092,28.056,611.0000000000001,21.78,0.0996,27.1805,4491.2748,165.24,0.0965,157.6897,158595.7465,1005.75,0.5597,152.1296,19.6749,109.9185,0.0,64.4259,79.4073,0.0,0.0,137.8898,0.0,0.0,7.310258762392144,819.7161791517574,0.0,743.2028264403901,0.0,0.0,0.0,0.0,0.0
乌兰察布,2020,260.5324,110431.1529,423.87,0.0,0.0,0.0,0.0,41.5462,97010.7035,2335.01,0.1595,0.0,0.0,0.0,0.0,27.8164,0.0,0.0,0.1068,55.2611,4618.5578000000005,83.58,0.2121,7.250900000000001,1148.96,158.46,0.0278,249.33300000000003,108799.76490000001,436.36,0.957,175.4253,3.8246,81.2825,0.0,172.3145,6.7825999999999995,0.0,0.0,81.4353,0.0,0.0,3.2595051490153177,1304.6322024969515,0.0,534.6589950756347,0.0,0.0,0.0,0.0,0.0
乌兰察布,2021,216.144,183486.6543,848.91,7.2132000000000005,894.4368,124.0,0.0334,69.7769,161882.1456,2320.0,0.3228,14.133000000000001,1751.7298,123.95,0.0654,9.736699999999999,1189.1842,122.13,0.045,36.7418,4866.902000000001,132.46,0.17,78.6304,8345.7888,106.14,0.3638,133.8547,174018.41309999998,1300.05,0.6193,75.5902,63.773,76.7808,0.0,42.1198,66.98169999999999,0.0,0.0,107.0425,0.0,0.0,40.19036177759629,1133.2667314384473,0.0,903.0248590286602,0.0,0.0,0.0,0.0,0.0
